Species,UCP_ID,Prep_Number,Date_of_death,Intake_date,Necropsy_date,Manner_of_death,County_approximate _ocation,City_approximate_location,Neighborhood,Latitude,Longitude,LatLong_Remark,Dissected_by,Collection_notes_condition,PAWS_Case_Number,Sex,Age,Reproductive status,Suspected_Young_of_Year,Total_length_(mm),Tail_(mm),Right_hind_foot_(mm),Right_ear_(mm),Testes_(mm),Weight_(g),Body_condition_(1-5),Skin_lesions,Ringworm,Ectoparasites,Coloration_claws,Notes_external,Tooth_wear,Bone_marrow_color,Bone_marrow_consistency,Heart,Lungs,Lymph_nodes,Notes_thoracic,Spleen_mass,Liver_mass,Liver_condition_path,Notes_liver_bile ducts_lymphatic,Kidney_pathology_condition,kidney_w_fat_g,kidney_wo_fat_g,Kidney_fat_weight_g,Kidney_fat_index_percentage,Uterine_scars_(L+R),Current_pregnancy_(Embryos_L+R),Notes_reproductive_urinary,Additional_notes_and_observations,UPDATE_SAMPLE_SHEET
Coyote,COY117,YH187,1/3/20,1/20/20,4/4/24,Roadkill,Pierce,Orting,NA,47.08227,-122.182581,Specific,"EM, MC",Case #2020-013,,Female,Adult,Uterine scars,NA,1140,312,167,109,NA,15150,3,NA,NA,NA,sharp claws,"2 back legs broken, 2 front legs & back left leg has bone sticking out",lower left canine broken. Clean teeth.,NA,NA,normal,normal,NA,NA,22.7,294.2 w/gb,"squishy, grainy looking, ""wet cake texture"" - Mikayla",NA,"slightly pale, clear distinction between cortex & medulla",45.2,35.5,9.7,27.32394366,"4R, left was accidentally cut",NA,NA,Shattered skull,TRUE
Coyote,COY154,YH251,8/10/24,8/10/24,10/17/24,,King,Bellevue,Bellvue,47.5801765,-122.1760761,approx,"EB,TT",NA,NA,Male,Adult,Baculum present,NA,1040,330,177,126,38x50,14400,3,scrape on interior left front paw,NA,NA,normal,NA,teeth in good condition ,NA,NA,normal condition ,some dark spots ,NA,NA,19.6,330.6 w/gb,looked like it had tares throughout,NA,strong distinction between cortex and medula,NA,34.9,,,NA,,NA,NA,TRUE
Raccoon,RAC089,YH199,3/25/24,3/25/24,5/2/24,PAWS,King,Bellevue,2800 blk 128th ave SE Bellevue 98025,47.58564227,-122.1690894,Specific,EM,NA,2024-0443,Male,Adult,Baculum present,no,1010,310,120,50,NA,6200,3,NA,NA,NA,"normal, sharp claws but not too long",NA,"normal, clean and very white ",NA,NA,normal,normal ,normal looking lymph node under colon. not collected,NA,24.2,256.5 w/gb,normal,NA,"dark colored, hard to see distinction between cortex and medula but still visible ",25.6,23.5,2.1,8.936170213,NA,NA,NA,NA,TRUE
Raccoon,RAC088,YH196,NA,NA,4/25/24,Other,King,Bellevue ,"13737 SE 10th st Bellevue, WA 98005",47.6011712,-122.1558905,Specific,"MC, CA",,2024-0348,Male,Unknown,Testes present,no,1081,350,10.5,54,60x35,6450,NA,"~60%, holes in tail, back, mange? not sure ",NA,NA,"normal wear, missing claw on front left, broken claw on front right paw ",smells sour,"missing right canine, missing bottom front tooth, broken left canine",NA,NA,"1/2 of heart deflated, discoloration on upper part (likely decomp)","some discoloration, likely due to decomp?, squishy texture",NA,NA,56.8,265.8 w/gb,NA,"dark discoloration on spleen (decomp?), small white star-like shapes in 2 spots","very different sizes: 1 =18.4 - 15.9; 2nd= 36.6 - 32.6, clear distinction between medula and cortex",18.4,15.9,2.5,15.72327044,NA,NA,faint white spots on kidney 1,NA,TRUE
Raccoon,RAC091,YH201,4/9/24,4/9/24,5/2/24,Other,King,Bellevue,14203 SE 63rd st Bellevue wa 98006,47.54636305,-122.1519883,Specific,,NA,2024-0524,Male,Juvenile,Baculum present,yes,990,240,115,55,NA,4900,NA,1-2 small areas around neck,normal ,normal ,normal,NA,"not worn down, pretty white, 1 small brown mark on front tooth",NA,NA,a bit small,look normal,NA,NA,49.6,223.1 w/gb,small crusty white spots on edges of liver,"spleen very dark, posibly decomposition, white patches on one edge","normal, clear distinction",19.9,18.3,1.6,8.743169399,NA,NA,NA,NA,TRUE
Raccoon,RAC073,YH154,NA,6/20/23,1/25/24,Puget Sound WildCare,Pierce,Bonney Lake,NA,47.18953,-122.14685,Specific,ER,NA,,Male,Adult,Baculum present,NA,920,300,125,57,NA,5050,3,"skin lesions on right shoulder, injured back leg = distorted femur",NA,potential mange,NA,"blister on HR middle toe, lesions on right shoulder, mange-like skin scrape","moderate tarter, bottom front small tooth fractored, some mittens",NA,NA,covered in paracardial sac and/or fat (yas + ellie took phone photo),"unusual white vains on lungs, dark spots on lungs, (also in pic)",NA,inside of heart looks normal,23g ,154g w/ gb,looks very healthy,tumor/growth/inflamed gland on intestinal connective tissue,NA,20,19,1,5.263157895,NA,NA,"baculum present, scrotum but dont feel any testicles ",,TRUE
Raccoon,RAC012,YH101,8/19/22,NA,6/28/23,,King,Auburn ,NA,47.2756,-122.13765,Specific,"SK,KM","Abdomen fully open, guts out",,Male,Adult,Testes present,N,1012,312,121,56,18x16,8410,4,NA,NA,NA,normal,NA,"light,but skull very broken",NA,NA,NA,rotten,NA,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"intestines in chest cavity, stone from pits in chest cavity from intestines, smells sweet. Threw away because gross",TRUE
Coyote,COY107B,YH152,10/9/23,10/10/23,1/25/24,Other,King,Redmond,North Redmond,47.70339,-122.1186,Specific,NW,collected by homeowner,,Female,Pup,Nonparous,NA,100,36,19,9,NA,5700,1,mangey ,NA,NA,"normal, small",NA,baby teeth,NA,NA,decomposing ,decomposing ,collected enlarged lymph nodes betweem neck and shoulder ,NA,NA,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"found curled up along stream (smelly!), hematoma on left shoulder, internal bleeding; thoric cavity full of blood stopped early; likely hit by car",FALSE
Raccoon,RAC013,YH121,8/22/22,8/22/22,8/17/23,Roadkill,King,Bellevue,Bel-red,47.643415,-122.116325,Specific,EC,Roadkill ,,Female,Juvenile,No scars observed,no,830,300,100,35,NA,3460,3,head/face smashed,NA,NA,normal,NA,"difficult to tell, jaw smashed",dark red,soft jelly,"normal, very small",hemmoraghing,normal,"liver tissue in thoracic cavity, diaphragm ruptured, decomp present",9.5,105.8 w/gb (decomp),lots of decomp,na,normal,15.1,11,4.1,37.27272727,na,na,na,"lots of hemmorhaging on abdomen, decomp present, bloody, intestine shifted down into left leg-abdomen muscle ruptured",TRUE
Raccoon,RAC044,YH133,6/20/23,6/28/23,11/9/23,PAWS,Snohomish,Snohomish,NA,47.83746793,-122.1121521,Specific,LB,,2023-2045,Female,Juvenile,No scars observed,NA,470,145,82,36,NA,1885,NA,not observed,NA,NA,normal,NA,teeth still erupting,NA,NA,normal,normal,not observed,NA,3.2,36.1 w/ gb,some dark discoloration on one lobe,NA,NA,40.1,39.9,0.2,0.501253133,not observed,NA,NA,"some fur missing on chin, pale gums",TRUE
Raccoon,RAC095,YH204,3/14/24,NA,5/9/24,PAWS,King,Sammamish,2400 W Lake sammamish Pkwy SE,47.59227677,-122.1120913,Specific,"NC,ID",NA,2024-0375,Male,Adult,Testes present,NA,1050,320,130,55,30 x30,4160,1,bacculum protrusing out fo skin,NA,NA,"normal, claws brittle and broken","very thin! bones protruding everywhere, skin very yellow when cut into",,NA,NA,Normal,"discolroation, pale, spongy texture",Na,NA,21.3,202.1 w/gb,"lobe with white scaly spots that has calcified texture, dark discoloration",NA,"one end of kidney has dark discoloration, really dark outer ring,but not very clear distinctiom",27.6,25.3,2.3,9.090909091,NA,NA,Na,bones have yellow tint (ribs +spine,TRUE
Coyote,COY013,YH020,9/9/22,9/9/22,NA,USDA Wildlife Services,Snohomish,Arlington,NA,48.19324,-122.10683,Approx,"SK,ER",NA,,Male,Adult,Testes present,NA,1121,362,212,110,36,15420,3,None,no,no,NA,Very thick fur,"Moderate, but white and front teeth lot of wear, less on canines",light pink,jelly,shredded- eviscerated by bullet,Lungs normal but pale,small black,NA,17,NA,"Brown, degraded",NA,"extensive fat on kidneys, interior slightly yellow, no strong distinction between cortex and medula",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"Left elbow wound (post mortem?), a lot of fat attached to the abdominal wall, overall extremely healthy individual!,top twist tie fell off stomach, intersitial nephritis:none, renomegaly:none, kidney amyloidosis:none, urinary bladder wall:none, renal aplasia/hyperplasia/dysplasia (none), stomach bloaded, some spleen degradation",TRUE
Coyote,COY031,YH044,11/12/22,11/22/22,3/2/23,USDA Wildlife Services,Snohomish,Arlington,NA,48.19324,-122.10683,Approx,"EL, NB, OC",NA,,Male,Adult,Testes present,NA,1380,355,195,124,25,11980,NA,NA,NA,No,NA,NA,NA,NA,NA,thickened heart walls,"right lung has white lesions all over and inside left normal, right lung disintigrating",NA,hole in the diaphram,20.2,211.8,uniformly pale,NA,"bumpy lesions on left kidney, striations on both kidneys, weird lines",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"Shot on left side, went through lungs, fat? tied off intestines, baculum put in bag, collecting full skeleton, so no bone marrow or skull, burke kept skeleton",TRUE
Coyote,COY014,YH047,9/8/22,9/14/22,3/16/23,USDA Wildlife Services,Snohomish,Arlington,NA,48.19324,-122.10683,Approx,"OC, ER",NA,,Male,Juvenile,Testes present,NA,1170,320,150,105,7.5x7.5,7700,2,0%,No,No,No,NA,"white, mittens, 2 baby teeth came out",pink,firm jelly,huge hole- shotgun to heart area,Right lung tough- dry?,NA,"ribs broken, lots tissue exposed",7.8,298.8,pale and spotted,NA,larger than usual,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,Heart and lungs shotgunned,TRUE
Coyote,COY043,YH048,11/21/22,2/17/23,3/16/23,USDA Wildlife Services,Island,Whidbey,Ault Field,48.347543,-122.10683,Approx,"YH, RM",NA,,Female,Juvenile,Nonparous,N,1310,380,190,105,NA,10200,3,NA,NA,NA,NA,NA,"right upper canine chipped, incisors somewhat worn",NA,NA,heart wall slightly thickened,bloody,NA,NA,19.3,277.8,NA,NA,larger than usual,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,lots of mesentary fat and fat around kidneys,TRUE
Coyote,COY032A,YH082,10/30/22,11/22/22,5/25/23,USDA Wildlife Services,Snohomish,Arlington,NA,48.19324,-122.10683,Specific,SK,NA,,Male,Juvenile,Testes present,Yes,1252,356,179,110,12x15,9725,2,NA,NA,none,"beautiful coat, normal claws",NA,"mittens, tartar on front teeth",dark pink,jelly,slightly thickened heart and walls (but frozen),part of right lung has slight browning,normal,NA,21.7,325.5 with GB,"yellow color patching, largest lobe over liver has bruising, bottom side brown and purple",NA,"normal, left kidney slightly larger than right",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"young of the year, decent amount of fat in mesentery, muscle sample from back hind leg",TRUE
Raccoon,RAC102,YH241,3/9/24,NA,9/12/24,PAWS,King,Bellevue,18310 NE 19th Pl. ,47.62721,-122.09456,Specific,"LG, MC",NA,24-0348,Male,Adult,Baculum present,NA,753,103,97,55,70x65,3760,3,abcess on base of tail/hind area,NA,NA,"some duller claws, otherwise normal",Tail is a nub,"minimal wear, left upper and lower canine broken to 1/4 original size ",NA,NA,normal,"normal, very red and somewhat splotchy",NA,NA,46.1,268.8,nomral,spleen very dark red almost black,"dark grayish red, very little distinction on inside ",31.8,27.3,4.5,16.48351648,NA,NA,NA,blood in both ears,TRUE
Coyote,COY116,YH169,12/20/23,2/27/24,2/29/24,PAWS,Snohomish,Lake Stevens,NA,48.016286,-122.094068,Approx,"EM, MC",NA,23-4356,Male,Adult,Baculum present,NA,1280,355,182,115,38x19,13480,2,NA,NA,NA,reddish hair around the paws,NA,"Broken canine, blue coloration on a couple teeth",NA,NA,Hard white lesions,"Spongy texture, hard white lesions (granuloma??), tissue discoloration",NA,NA,70.7,471.5 w/gb,"appears to have some white lesions, but unable to feel them",spleen almost fully black,NA,45.1,40.1,5,12.46882793,NA,NA,NA,NA,TRUE
Raccoon,RAC016,YH026,9/9/22,9/9/22,11/3/22,Roadkill,King,Redmond,NA,47.69416,-122.04757,Specific,"EM,RM",NA,,Male,Adult,N/A,NA,1010,293,112,55,25.19,4800,4,NA,NA,NA,NA,NA,Right upper canine chipped,NA,NA,NA,NA,NA,Full of blood,46.2,NA,NA,NA,NA,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,Spleen frozen,TRUE
Coyote,COY039,YH131,2/15/23,2/17/23,11/2/23,USDA Wildlife Services,King,Issaquah,NA,47.523613,-122.041672,Specific,"MP, JC",mangy fur,,Male,Adult,Testes present,NA,1290,350,195,105,R20x40,12250,4,"mange over majority of body, esp tail 50%",NA,NA,"grayish, a little darker",NA,still has mittens,NA,NA,fatty sections,"brownish, bullet wound, lesions",normal,NA,15,w/gb 249.1 g,normal,NA,NA,39,24.6,14.4,58.53658537,NA,NA,NA,"bullet wound through the lungs, likely manner of death",TRUE
Coyote,COY059,YH058,NA,2/28/23,4/6/23,USDA Wildlife Services,King,Sammamish,Pine Lake,47.577604,-122.026762,Specific,"OC, ER",NA,,Male,Adult,Testes present,NA,1270,340,160,110,25,12020,3,"Mange, early stage on front right leg and shoulder and side, patch on face above right eye on neck",NA,NA,NA,"Right hind foot missing middle two claws, foot pad deformed, in one piece","Mittens, white",pink,gelatinous,"normal, no evidence of heartworm",normal,normal,NA,14.1,224.3 with gall bladder,"normal, strawberry texture",normal,normal,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"bullet hole on right torso, lungs damaged by bullet -> really damaged and bubbly, liver degraded; covered in gall bladder contents, lots of fat in diaphragm and around kidneys, kidney -> sharp line between green and purple part, fat inside",TRUE
Coyote,COY060,YH073,NA,2/28/23,5/11/23,USDA Wildlife Services,King,Issaquah,NA,47.577604,-122.026762,Specific,"OC, NB, ER",NA,,Male,Adult,Testes present,NA,1170,350,190,110,25,11470,2,"70% mange, big lesions on inner thighs",NA,none,"normal, black tip on tail","bullet wound behind right shoulder, non mange fur matted","worn mitten, worn molars, chipped pre molar",dark red,jelly,"somewhat small, elongated vertically","connected to wall of rib cage, bubbly, inhaled blood",NA,NA,19.1,257.1 with GB,lots of strawberry texture,NA,clear separation,NA,NA,#VALUE!,#VALUE!,NA,NA,NA,NA,TRUE
Coyote,COY036,YH031,12/1/22,12/1/22,1/5/23,USDA Wildlife Services,King,Sammamish,NA,47.566,-122.0263,Approx,"ER, EL",NA,,Female,Juvenile,Nonparous,N,1160,330,180,115,NA,10150,NA,None,None,NA,NA,NA,"Minimal, mittens, clean white teeth",NA,NA,NA,A lot of blood in lung tissue,NA,"NA pericarditis, NA heartworm, filled with blood frozen, massive hemorrhaging in chest",16.6,NA,NA,NA,A lot of fat around kidneys,NA,NA,#VALUE!,#VALUE!,NA,No,NA,"No interstitial nephritis, no renomegaly, no kidney amyloidosis, no renal aplasia/hyperplasia/dysplasia",TRUE
Coyote,COY035,YH033,12/3/22,12/3/22,1/5/23,USDA Wildlife Services,King,Sammamish,NA,47.566,-122.0263,Approx,"SK, YH",NA,,Male,Adult,Testes present,NA,1276,321,190,131,25,12800,4,NA,NA,NA,NA,Large laseration L back leg,"Very worn, dentin showing in front",pink-red,normal,"Heart walls extremely thick, lots of fat around heart",NA,NA,NA,18.1,NA,NA,NA,"Lots of fat around kidney, fat within kidney",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,"Red splotches in cortex, white section in medula, more decayed than usual, very decayed, lots of abdominal fat, around organs",TRUE
Coyote,COY067,YH067,3/2/23,4/4/23,4/27/23,USDA Wildlife Services,King,Sammamish,Cedar Trails Elementary,47.566,-122.0263,Specific,NB,NA,,Male,Adult,Testes present,N,1220,355,194,125,50,12705,3,NA,NA,NA,black tail tip,mange on right side,"mittens worn down, one tooth broken, extremely worn on all teeth",pink,jelly,normal,"pale, probably from blood loss",NA,NA,21.1,282.9 with GB,"extra ribbing/flocking on edge of liver, liver had strawberry appearance and white spots",NA,"fat on inside but not outside, lesions several mm deep on inside, radial markings, left kidney smelled like fish",NA,NA,#VALUE!,#VALUE!,NA,NA,NA,NA,TRUE
Raccoon,RAC084,YH184,12/24/22,NA,4/4/24,Roadkill,King,Enumclaw,Krain,47.248083,-122.018056,Specific,KH,Raccoon dead on road,,Female,Juvenile,No scars observed,No,834,233,104,50,NA,4010,3,no lesions,NA,NA,normal,skull crushed; left hind leg broken,"good condition, teeth crushed from impact on skull",NA,NA,"normal, small","a bit spongey, normal coloration",none observed,NA,10.1,94.6 w/gb,small and light pink,NA,"pale, gray-ish cortex, mushy",13.9,11.4,2.5,21.92982456,NA,NA,Thin uterus,NA,TRUE
